G_ddmn,G_vdmn,G_sal,G_rcen,G_lcen,A_ddmn,A_vdmn,A_sal,A_rcen,A_lcen,H_ddmn,H_vdmn,H_sal,H_rcen,H_lcen
-0.104054675,0.172401235,0.39616552,0.026734315,0.299499482,0.203691959,0.288355291,-0.294861287,0.52771008,0.176539913,0.133713022,0.061834253,0.027474139,0.138397932,0.031972013
0.570122719,0.41435194,0.006460709,0.702053249,0.673604906,0.337298781,0.171406627,-0.36127907,0.108692102,0.130891949,NaN,NaN,NaN,NaN,NaN
0.105281532,0.295510054,-0.126220837,0.242688388,0.504390001,0.242405117,0.068585321,-0.150225341,0.404363364,-0.025477953,NaN,NaN,NaN,NaN,NaN
0.301350772,0.46183458,0.737981558,0.443969309,0.623635709,-0.090323269,-0.28661567,-0.783544719,-0.169198558,-0.348337412,NaN,NaN,NaN,NaN,NaN
0.393055409,0.17805551,0.594924986,0.579780042,0.636589348,-0.318941951,-0.289682329,-0.468495697,-0.363750756,-0.337528944,0.26522544,0.199172363,0.430907696,0.243749559,0.304189265
0.525019228,0.361516476,0.563648224,0.204120934,0.439260364,-0.389576584,-0.243207365,-0.322420746,0.114405222,-0.145312965,NaN,NaN,NaN,NaN,NaN
0.408335686,0.038298365,0.239841998,0.142193347,0.476157486,-0.126639679,0.247717157,-0.547783673,0.442147702,-0.073861361,0.115036964,0.337046623,-0.05108707,0.418899566,0.278759748
0.184216797,-0.058922973,0.436043948,0.241753072,0.52232039,0.260610789,0.193730697,-0.530004025,0.157253847,-0.172324955,NaN,NaN,NaN,NaN,NaN
0.070757218,0.281036586,0.431007236,-0.180865556,0.390446484,0.10893593,-0.11625617,-0.3770293,0.548973918,-0.059737626,NaN,NaN,NaN,NaN,NaN
0.228082985,0.140797094,0.6170699,0.040790092,0.608108282,0.000872639,-0.000597801,-0.487474501,0.177160412,-0.29639709,0.163294837,-0.108915284,0.341024548,0.080082513,0.124409936
0.42419365,0.265064538,0.147484988,0.408080697,0.476312041,0.052716214,0.030246679,-0.402645111,-0.025932578,0.077280626,NaN,NaN,NaN,NaN,NaN
-0.05298537,0.104047485,0.356834948,0.166566968,0.578899324,0.297896743,0.076500818,-0.271358848,0.178208962,-0.157897145,0.209502459,0.351215452,0.002170785,0.140320331,0.141742408
0.331077546,0.100665912,0.571516991,0.45630753,0.657447398,-0.173971474,-0.036028206,-0.581208467,-0.095865905,-0.361994475,NaN,NaN,NaN,NaN,NaN
0.497378141,-0.077333242,0.521404505,0.336553454,0.397318333,-0.020171685,0.264303476,-0.372159421,0.24139449,0.320485175,-0.092170164,0.099980213,0.056670632,0.035481691,-0.056636021
0.298873752,-0.147442222,0.580338895,0.320790857,0.356151819,0.097250983,0.116650745,-0.19739829,0.331124157,0.287339032,NaN,NaN,NaN,NaN,NaN
0.606732309,-0.013318797,0.414121777,0.288067609,0.45678097,-0.298962981,-0.065617889,-0.041914042,0.150675461,0.026896637,NaN,NaN,NaN,NaN,NaN
0.648427665,0.364326388,0.662383735,0.025350433,0.175954863,-0.581641436,-0.386463463,-0.546225846,0.137178287,-0.033081561,NaN,NaN,NaN,NaN,NaN
0.25965932,0.3629421,0.405975461,0.31921795,0.588935792,0.144530475,-0.003662811,-0.587076604,0.217971027,-0.003832896,NaN,NaN,NaN,NaN,NaN
0.643209279,-0.017502857,0.805520058,0.042998441,0.30582583,-0.429513842,0.082822844,-0.722184241,0.322391242,-0.019151466,0.133254826,0.196325883,0.095412582,0.296712935,0.244195789
0.554479599,0.252711624,0.375666559,-0.068811715,0.569992483,-0.036039967,0.002933738,-0.398099184,0.504839182,-0.14022097,NaN,NaN,NaN,NaN,NaN
0.32215777,0.657309353,0.738397837,0.142953411,0.483304292,0.060548272,-0.514938891,-0.736483335,0.261211544,-0.127991244,NaN,NaN,NaN,NaN,NaN
0.646448493,0.309527874,0.599397779,0.013654961,0.664151967,-0.608669817,-0.229571983,-0.381978512,0.295208722,-0.477556348,0.055243798,0.24738799,0.364744365,0.380236596,0.111391813
0.336350918,0.265151769,0.557142735,0.137974232,0.260574937,-0.065873057,-0.15953891,-0.577713609,0.124222599,0.12165346,NaN,NaN,NaN,NaN,NaN
-0.12757346,0.144434288,0.393151164,-0.278318465,0.157257617,0.065364353,-0.166266635,-0.197233707,0.389427096,0.169095576,NaN,NaN,NaN,NaN,NaN
0.34557116,-0.010076013,0.169300094,0.508746684,0.349251151,-0.029611563,0.078472786,-0.021917678,-0.075896822,0.12739262,NaN,NaN,NaN,NaN,NaN
0.439526647,0.149955854,0.087596044,0.491021276,0.503653407,0.104677901,0.058525667,-0.320002645,0.089417189,0.058347967,NaN,NaN,NaN,NaN,NaN
0.218231291,0.188402891,0.504869282,-0.176135197,0.310794622,-0.0121704,0.024376931,-0.385487437,0.421134591,0.06531968,NaN,NaN,NaN,NaN,NaN
0.472389519,0.078038283,0.471192092,0.390911728,0.592438102,-0.043478817,0.266587317,-0.66019851,0.014335328,-0.274914294,NaN,NaN,NaN,NaN,NaN
0.201864049,0.078755461,0.400530338,0.061652649,0.317116976,0.190404251,-0.065079063,-0.100037493,0.223885342,0.22143124,NaN,NaN,NaN,NaN,NaN
0.090281941,0.154715165,0.44022885,-0.662890315,0.255686462,-0.021541746,-0.108578496,-0.341522783,0.754671514,-0.070998684,0.098079182,0.194077283,0.313549727,0.085640743,0.130067989
0.578526437,0.218514279,0.444895089,0.431608021,0.276286066,-0.332827628,-0.168756798,-0.081742823,-0.237651095,0.219913468,0.047566168,0.034664046,0.302138627,0.062150564,0.414236218
0.306788117,0.267474264,0.51132983,0.332736313,0.747334063,0.165177703,0.080330342,-0.615645051,-0.003747131,-0.419148386,NaN,NaN,NaN,NaN,NaN
0.690324426,-0.01646452,0.693287194,0.632330596,0.374092996,-0.699438989,-0.37336728,-0.519749045,-0.296191543,0.062912107,NaN,NaN,NaN,NaN,NaN
0.144506708,-0.089098528,0.456325203,0.463578612,0.204364553,0.103489004,0.428517103,-0.637089968,-0.175023094,0.162305057,0.226353213,0.28534019,-0.137703523,-0.089766756,0.040586628
0.23983784,-0.009929065,0.437734246,0.349663973,0.566219628,0.240413055,-0.087395549,-0.512286901,0.1300641,-0.341157198,0.202255979,0.032954343,0.067132451,0.143090636,0.033752296
0.323259294,0.032253508,0.407363951,0.247119054,0.428906947,-0.199298322,0.310213506,-0.420230746,0.191099659,-0.009708173,0.252413571,0.105719306,0.144356787,0.1951814,0.382870823
0.395896971,-0.007364881,0.507046163,0.294385284,0.533573031,-0.006071456,0.230393961,-0.377914637,0.112376392,-0.107068576,0.11274647,0.243848532,0.357543916,0.268160939,0.196580872
0.597251892,-0.221876055,0.608454883,0.489419103,0.714759529,-0.501263618,0.112308979,-0.539492905,-0.352997005,-0.593325615,0.327282548,0.156922579,0.528055906,0.211766988,0.237209469
0.016140752,-0.080814585,0.480857164,0.390198737,0.381325483,0.107677385,0.097550817,-0.50134325,-0.103942245,-0.039830338,0.106410876,0.090903372,0.257138491,0.102942653,0.10153041
0.119906835,0.150159001,0.516726553,0.351196915,0.556462467,-0.112718455,-0.006538947,-0.428296536,-0.183458373,-0.208029062,NaN,NaN,NaN,NaN,NaN
0.531890929,-0.232373819,0.461775362,0.126932397,0.144988328,-0.165078193,0.436010599,-0.564210176,0.266526103,0.397292495,NaN,NaN,NaN,NaN,NaN
0.439817131,0.412349582,0.263476342,0.132922933,0.425953358,-0.321093351,-0.338294744,-0.074203111,0.170781493,-0.141465649,0.182228252,0.048564017,0.233693168,0.118220769,0.078916699
0.268190116,-0.554821551,0.610476792,-0.301825196,0.757216275,-0.095081374,0.425118059,-0.389608622,0.388860106,-0.646056294,0.060135424,0.34668839,0.163924217,0.376354218,0.027120486
0.433001101,0.295439124,0.567180693,0.537199855,0.561269581,0.142034933,0.123692244,-0.502171934,0.115036197,-0.294906855,NaN,NaN,NaN,NaN,NaN
0.336187065,-0.214639202,0.423458457,0.42655012,0.472620457,0.088969305,0.074511386,-0.241666675,-0.009686845,-0.056148905,NaN,NaN,NaN,NaN,NaN
0.329597652,0.021911209,0.484064132,0.431223541,0.665365577,0.004696184,0.064627059,-0.596609116,0.166838944,-0.136744961,0.034391966,0.045690451,0.203808382,0.151109427,0.177964732
0.412478179,0.227653205,0.285877436,0.436586529,0.525736153,-0.068093993,0.038558614,-0.353865504,-0.026502175,-0.097384326,NaN,NaN,NaN,NaN,NaN
0.338479429,-0.023014881,0.458334327,0.11179395,0.10593342,0.044854868,0.262516797,-0.093018822,0.459067583,0.538995683,NaN,NaN,NaN,NaN,NaN
0.196342021,0.096532725,0.587943375,0.217312038,0.653635502,0.051357955,0.163496584,-0.56312412,0.152709693,-0.239368349,0.353524804,0.378566951,0.001031564,0.400067359,0.300721616
0.245108157,0.084741145,0.379422396,0.023721792,0.255318135,-0.060462072,-0.01491227,-0.454848975,0.307540774,0.058839392,0.246401191,0.168982968,0.092542917,0.277351826,0.303400755
0.190514237,0.150986433,0.291288316,0.342800856,0.601397932,0.278417498,0.016023694,-0.399234861,0.332030177,-0.186262682,0.192152545,0.12210089,0.155201539,0.156460986,0.219937965
0.323243707,0.225635409,0.319217294,0.394736499,0.541104794,-0.099626251,-0.052018594,-0.424420804,-0.060326546,-0.11501199,0.137080088,0.070152342,0.133630678,0.164830461,0.210386083
0.475516677,0.018187499,0.278468698,0.259934276,0.331461728,-0.228177086,-0.041496668,-0.26640746,0.041237134,0.008507596,NaN,NaN,NaN,NaN,NaN
0.479122877,0.161282405,0.653998554,0.289875537,0.009937841,-0.376137644,-0.235630959,-0.6108585,0.042902842,0.342551559,0.192782626,0.165748313,0.186202079,0.434083372,0.375032067
0.162359446,0.351317704,0.497571826,0.301416218,0.545687556,-0.010377426,-0.116133928,-0.292689472,0.095600531,-0.116240934,NaN,NaN,NaN,NaN,NaN
0.292982638,0.295653909,0.268323809,0.245940626,0.44623521,-0.002425747,-0.227112129,-0.009315186,0.114437811,0.012407482,0.127010047,0.022083601,0.094370387,0.08384832,0.085962184
0.1441167,0.436289638,0.44570294,0.181841597,0.570762277,0.094021119,-0.222712323,-0.343064725,0.080819637,-0.166254446,0.083132803,0.086752847,0.201560855,0.099778421,0.181748837
0.153010383,-0.305815816,0.726728857,-0.044352666,0.549150229,0.233866528,0.469897687,-0.561563849,0.479861975,0.06536819,0.119842194,0.286846638,0.027290866,0.303407282,0.143383816
0.583414972,0.175417885,0.821665406,0.448375016,0.548555672,-0.414848089,-0.275531262,-0.614901602,-0.112965532,-0.206215277,NaN,NaN,NaN,NaN,NaN
0.458500445,-0.445062906,0.717333734,0.236611843,0.694409192,-0.41013369,0.388915628,-0.6349172,0.086033165,-0.373039037,NaN,NaN,NaN,NaN,NaN
0.127464965,0.302131534,0.503855288,-0.508951545,0.303997666,-0.205164656,-0.176207528,-0.556422114,0.663520575,-0.198876008,0.309289157,0.124698035,0.560309231,0.296442896,0.206171468
0.340773165,-0.208854422,0.339007735,-0.254648536,0.486614645,-0.281600118,0.224102348,-0.098262742,0.579643548,-0.238611013,NaN,NaN,NaN,NaN,NaN
0.694248259,-0.036935877,0.473762155,0.577394247,0.67290616,-0.004039757,0.185591847,-0.6640926,0.107956424,-0.059568673,NaN,NaN,NaN,NaN,NaN
0.498840243,0.210930273,0.638168156,0.063144676,0.485951543,-0.162579596,-0.184435904,-0.420682341,0.33371684,0.013740405,NaN,NaN,NaN,NaN,NaN
0.349132836,0.001771789,0.302519053,0.291098148,0.464532226,0.040065408,0.023373587,0.136426657,0.308791846,0.153324202,0.092693537,0.306831956,-0.149504095,0.105688393,0.085703649
0.706880033,-0.064849593,0.449003518,0.863420725,0.690058768,-0.376691043,0.32689929,-0.688098788,-0.504580975,-0.242038414,NaN,NaN,NaN,NaN,NaN
0.053992353,0.163056999,-0.078733534,-0.617236018,0.053348735,0.094171576,-0.167795211,0.320889384,0.797080994,0.175473273,NaN,NaN,NaN,NaN,NaN
0.195156366,0.457344115,0.688751459,0.402906954,0.668179095,-0.047551226,-0.17605117,-0.611061335,0.09271168,-0.192725077,NaN,NaN,NaN,NaN,NaN
0.477889568,-0.064572893,0.491715223,0.255760491,0.330461442,-0.183127373,-0.082477421,-0.494541764,0.21818772,0.166714892,NaN,NaN,NaN,NaN,NaN
0.258711815,0.071708091,0.120727792,0.228916451,0.393033445,0.0366509,-0.015538502,-0.142250955,0.313466549,0.139862597,NaN,NaN,NaN,NaN,NaN
0.718515992,-0.120414905,0.845820248,0.506923437,0.507826388,-0.498128086,0.212481022,-0.660107434,-0.125821233,-0.035761312,NaN,NaN,NaN,NaN,NaN
0.150750816,0.185559615,0.494751781,0.373671561,0.790346682,0.227527216,0.052945949,-0.62463057,0.087201618,-0.407459885,NaN,NaN,NaN,NaN,NaN
0.685530603,0.137295321,0.862489998,0.577887535,0.631427765,-0.787899852,-0.270144224,-0.620243549,-0.344572097,-0.262160718,NaN,NaN,NaN,NaN,NaN
0.346399128,0.014749931,0.645877898,0.369062901,0.581106663,0.223899186,0.019961065,-0.248544157,0.244237229,0.115589924,NaN,NaN,NaN,NaN,NaN
-0.319638819,-0.007207545,0.70704633,-0.064619564,0.230051339,0.317513317,0.125582919,-0.520603061,0.033988595,0.120542735,NaN,NaN,NaN,NaN,NaN
0.458632708,0.282374442,0.223971471,0.410541624,0.529834926,0.136279508,0.109946877,-0.572888374,0.236644402,-0.227979779,NaN,NaN,NaN,NaN,NaN
0.350432098,0.289040625,0.909343064,-0.228031114,0.282738715,-0.152277499,-0.2953026,-0.728972197,0.515830934,0.094132505,NaN,NaN,NaN,NaN,NaN
0.300708622,-0.166114211,0.651719093,-0.198391154,0.299563199,0.129261836,0.397783935,-0.33499831,0.526280284,0.276560426,NaN,NaN,NaN,NaN,NaN
0.221427426,-0.040051419,0.62338829,0.59035629,0.202603057,0.179367095,0.319586128,-0.723442554,-0.289865732,0.030564601,NaN,NaN,NaN,NaN,NaN
0.761705041,-0.105515182,0.457740515,0.495582581,0.649151683,-0.564844549,0.088065937,-0.263064206,-0.063184857,-0.200194746,NaN,NaN,NaN,NaN,NaN
0.377720475,0.425254464,0.050604176,0.375664592,0.100075997,-0.417744547,-0.426336169,0.19043462,-0.263798356,0.174387127,NaN,NaN,NaN,NaN,NaN
-0.219918996,-0.060355566,0.592507362,-0.085330017,-0.060560353,0.493457824,0.328998536,-0.436144561,0.340769082,0.397599161,NaN,NaN,NaN,NaN,NaN
0.402467906,0.021853385,0.603873253,0.486511022,0.430530459,-0.235196993,0.065020464,-0.572057962,-0.231065094,-0.146486178,NaN,NaN,NaN,NaN,NaN
-0.11436078,0.164787635,0.723022282,-0.175707698,-0.280828238,-0.01985619,-0.34898454,-0.758170485,0.138476729,0.337193698,0.203718141,0.184961915,0.328605264,0.068034798,0.043979049
0.380860597,0.25242728,0.637642086,0.43918404,0.501738548,-0.035032541,-0.122065872,-0.753706753,-0.093307376,-0.312836468,0.427265197,0.367929012,0.119651861,0.333113074,-0.04553495
0.584578872,-0.14369373,0.760082006,0.098086223,0.433630109,-0.418365628,0.040124245,-0.5742383,0.144144982,-0.074228257,0.012813922,0.099092297,0.151176259,0.133767158,0.093402512
0.616350055,0.21668449,0.838380635,0.528113663,0.541657686,-0.502962291,-0.132341623,-0.630259395,-0.287699431,-0.1463781,0.123285815,0.080213197,0.100518495,0.186224937,0.338361919
0.267945528,0.04621502,0.787065268,0.102682084,0.582241535,-0.055349205,-0.155444741,-0.631881535,0.430421293,-0.069501363,NaN,NaN,NaN,NaN,NaN
0.513383865,0.111661494,0.346624583,0.622301877,0.616066158,-0.157215267,0.122237794,-0.459891826,-0.13050501,-0.245429546,0.10416878,0.104005657,0.066642143,0.104153775,0.314933479
0.250996053,0.162795544,0.309590459,-0.013612298,0.107807092,-0.033134755,-0.140208259,-0.158732042,0.25925377,0.17487587,NaN,NaN,NaN,NaN,NaN
0.271817356,0.167327315,0.348552406,0.478050619,0.515518904,0.118006907,0.002284524,-0.416773796,0.145091891,0.044282917,0.106211588,0.346599102,0.059805371,0.25349912,0.185438409
0.188455716,0.46645841,0.472285628,0.142938733,0.414399356,0.337096781,-0.122438364,-0.078850538,0.412497789,0.321492851,NaN,NaN,NaN,NaN,NaN
0.450051546,0.019453276,0.619230568,0.340986401,0.678707123,-0.220265105,0.109180912,-0.56690973,-0.054303054,-0.344731003,0.167150199,0.376842022,0.056275871,0.087411106,0.12949346
0.189388156,-0.020678287,0.695553303,0.051304996,0.306954235,0.243101075,0.301226705,-0.618320942,0.366520464,0.270160258,0.314935476,0.273955166,0.046229165,0.241832837,0.20607695
0.456078231,0.285575449,0.784460843,0.079933099,0.422796071,-0.354119062,-0.2971569,-0.642668724,0.096894123,-0.168259174,NaN,NaN,NaN,NaN,NaN
0.317120224,0.071673013,0.519572556,0.155273035,0.010120104,-0.14906925,-0.000138609,-0.549401641,0.037055846,0.202447787,NaN,NaN,NaN,NaN,NaN
0.593185365,0.418005705,0.023093747,0.562783301,0.565529525,-0.406644344,-0.15099822,-0.234770611,-0.237480789,-0.299656123,0.264099419,0.297847867,-0.066765912,0.42759797,0.287814885
0.475173026,0.187323019,0.573160827,0.350977182,0.719382823,0.054002263,0.061241344,-0.159177512,0.334209561,0.027173739,NaN,NaN,NaN,NaN,NaN
0.170925587,0.235769108,0.318148345,0.05921682,-0.039112698,0.120243996,-0.207122356,-0.197585523,0.278571069,0.408364981,0.329574674,0.096592419,-0.026606264,0.379781187,0.139236793
0.637839675,0.054325201,0.478444993,0.228243887,0.30997467,-0.472078592,-0.216438532,-0.232960895,0.086303674,0.071040399,0.218151659,0.250265598,0.282523543,0.136905268,0.241203099
0.490722567,-0.098896608,0.62047267,0.419665247,0.703465998,0.147994146,0.132023469,-0.29135716,0.377356023,0.138887286,NaN,NaN,NaN,NaN,NaN
0.189259455,0.269410938,0.415644825,0.23547186,0.442392915,-0.028457941,-0.320042431,-0.148291871,-0.104219615,-0.009678335,0.088164277,0.195196092,0.296138704,0.235617891,0.089668036
0.374187708,-0.075219072,0.80206883,0.432491541,0.547313154,-0.237695619,0.063631006,-0.616611421,-0.093490615,-0.203273803,NaN,NaN,NaN,NaN,NaN
0.301687747,-0.072563998,0.708280087,0.470380276,0.733268917,-0.065313295,0.201578349,-0.665623188,-0.009620977,-0.319635987,0.098522365,0.081433244,0.172996908,0.231985584,0.311485469
0.486384869,0.192009255,0.694589734,0.174788713,0.528037369,-0.209084764,0.080238223,-0.32888791,0.267877817,-0.028442236,0.240004793,0.267017931,0.272809207,0.291013509,0.347882599
0.723476529,0.123042546,0.862624705,0.695997417,0.749136508,-0.596278489,-0.14364329,-0.664555311,-0.27034539,-0.291639119,NaN,NaN,NaN,NaN,NaN
0.653940797,0.274578184,0.696268916,0.480701298,0.673548341,-0.45957005,-0.199925452,-0.574583948,-0.174641222,-0.416364759,0.274732202,0.131418407,0.213519722,0.177927539,0.176524699
-0.054062869,-0.054791912,0.559202909,-0.199990794,-0.059264302,0.275596172,0.361190856,-0.571399689,0.471186578,0.41629371,0.102797642,0.40451923,-0.006689522,0.371862918,0.320336312
0.671872199,-0.689127326,0.81463331,0.59336108,0.808673322,-0.580077708,0.638500154,-0.729560852,-0.432508945,-0.5865224,NaN,NaN,NaN,NaN,NaN
0.71920222,0.066318803,0.733712733,0.598395586,0.796986759,0.02905306,-0.111158833,-0.310210466,0.251119226,0.080950722,NaN,NaN,NaN,NaN,NaN
0.336762667,0.102479734,0.453518748,0.626125753,0.212494805,0.022200156,0.113593273,-0.534424424,0.057360258,0.316129953,NaN,NaN,NaN,NaN,NaN
0.504900515,-0.218699291,0.410004079,-0.480428576,-0.34869799,-0.458265454,0.306879282,-0.241752267,0.585545957,0.549464345,0.014919329,0.101047032,0.30210799,0.276356786,0.387876689
0.335500658,0.28513518,0.206405327,0.249247357,0.568567157,-0.124443412,0.083146878,-0.443218529,0.164975807,-0.108011059,NaN,NaN,NaN,NaN,NaN
0.363751054,0.330461681,0.373030335,-0.095078826,0.059205145,-0.315733433,-0.356993824,-0.232455045,0.164397433,0.200590178,0.147261962,0.102102295,0.124189906,0.129529417,0.172208443
0.597453713,0.039366696,0.636279762,0.217585608,0.701353788,-0.268808603,0.11823871,-0.712370455,-0.055797715,-0.406473368,NaN,NaN,NaN,NaN,NaN
0.635112643,0.160442919,0.53776741,0.463867694,0.375511616,-0.310730696,-0.247216061,-0.426148057,-0.128691748,-0.019199511,0.175353438,0.122504637,0.092123456,0.100826934,0.137595072
0.6435256,0.096611492,0.876219392,0.544421077,0.503645003,-0.520895541,-0.072974101,-0.673226118,-0.233550817,-0.067910582,NaN,NaN,NaN,NaN,NaN
0.433662534,-0.118613362,0.494773149,0.41967088,0.437249362,-0.06279429,0.163917765,-0.521428347,0.111642875,0.050289325,0.041933786,0.158571094,0.39792484,0.007596672,0.106702991
0.362242371,0.191329136,0.157182604,0.318482339,0.360672921,-0.072566792,0.088516012,-0.411889374,-0.009318755,-0.090211168,NaN,NaN,NaN,NaN,NaN
0.74624896,0.093525648,0.737166405,0.79036063,0.772003949,-0.70572716,-0.20542942,-0.631257355,-0.509835184,-0.532847762,0.413078666,0.178748801,0.531612098,0.461325794,0.354407042
0.30736506,0.21283102,0.380575627,0.383493781,0.525207281,0.000301628,-0.201084793,-0.436532021,-0.200617015,-0.216557011,NaN,NaN,NaN,NaN,NaN
0.218098238,-0.019664144,0.298644841,0.391784608,0.56426084,-0.01749707,0.061322767,-0.401742786,0.008173531,-0.096595459,NaN,NaN,NaN,NaN,NaN
0.302129239,-0.094717301,0.329200238,-0.085754834,0.397700548,-0.135662243,0.325526178,-0.388174564,0.507420659,0.125317812,NaN,NaN,NaN,NaN,NaN
0.540204823,-0.03932254,0.258661926,0.333507568,0.054868843,-0.37220341,0.184233069,-0.154801697,0.095090918,0.284166366,NaN,NaN,NaN,NaN,NaN
0.514289856,0.440909088,0.826463699,0.468360782,0.568120599,-0.292006224,-0.271314263,-0.662826836,-0.124611415,-0.217638806,0.141417593,0.344576448,0.236885235,0.249303892,0.335251212
0.193399712,0.222426862,0.712024331,0.245193645,0.560480535,-0.009173631,-0.218283683,-0.716812193,0.049655601,-0.272116482,NaN,NaN,NaN,NaN,NaN
0.589263499,0.368742436,0.561074078,0.488212973,0.593697846,-0.345555931,-0.279829681,-0.565250158,-0.012021857,-0.189615726,-0.110923082,0.164569139,0.029167542,0.283285022,0.236855894
0.170258701,0.630948722,0.720851958,-0.154374391,-0.087081604,-0.189088047,-0.451040745,-0.472746283,0.482600242,0.425244093,NaN,NaN,NaN,NaN,NaN
0.644056737,0.191929847,0.7100932,0.537908733,0.721542478,-0.43060109,-0.1518628,-0.606628716,-0.203055859,-0.353621006,0.322915465,0.181748405,0.404242218,0.224538207,0.371217787
0.571555912,0.02282658,0.581296563,-0.125984624,0.529011905,-0.413529754,0.042669728,-0.367428452,0.419045568,-0.140760124,0.087020397,0.109296195,0.292911708,0.15881668,0.305449784
0.580483556,0.10860227,0.362759829,0.378766447,0.115691535,-0.523141146,-0.211907968,-0.130528077,-0.141492903,0.221777529,NaN,NaN,NaN,NaN,NaN
0.448800415,0.395054072,0.828382671,-0.035771072,0.521318436,-0.192431688,-0.329963505,-0.505806386,0.392867059,-0.041898455,0.278478831,0.416875362,0.507746756,0.360316008,0.510132372
0.330994278,0.173388019,0.465068042,0.454936892,0.624496937,-0.040232174,0.08307302,-0.458704203,0.05658818,-0.111941852,NaN,NaN,NaN,NaN,NaN
0.458932191,-0.057605341,0.144095436,0.046110112,0.473945022,-0.335891753,0.010490526,0.064691901,0.337352961,-0.251646489,0.195204377,0.129259154,0.383645207,0.363407135,0.121730201
0.231566027,0.165383399,0.453731805,0.271641999,0.429742843,0.18840377,0.137708217,-0.423838168,0.189752653,-0.025163624,0.14000228,0.109625123,0.113351695,0.289325565,0.020934191
0.653219342,-0.06627737,0.845303774,0.60607332,0.82902503,-0.484628558,0.069559678,-0.757968962,-0.293008149,-0.586736381,NaN,NaN,NaN,NaN,NaN
